results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
10.64,+0.7,Tyrese COOPER,00,USA,F,6,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30.06,996
10.66,+0.2,Mauro TRIANA,95,ESP,F3,4,"Stade Charléty, Paris (FRA)",24.08,990
10.68,+0.7,Myles MISENER-DALEY,01,CAN,F,7,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30.06,983
10.69,+0.4,Salum Ageze KASHAFALI,93,NOR,F1,6,"Olympiastadion, Stockholm (SWE)",30.05,980
10.69,-1.1,Frederico CURVELO,97,POR,F2,4,"Stade Charléty, Paris (FRA)",24.08,986
10.70,+0.2,Gregory MORNET,87,FRA,F3,5,"Stade Charléty, Paris (FRA)",24.08,977
10.71,-0.2,Gregory MORNET,87,FRA,F,1,"Stade Charléty, Paris (FRA)",24.08,975
10.71,-1.1,Carlos NASCIMENTO,94,POR,F2,5,"Stade Charléty, Paris (FRA)",24.08,980
10.72,-1.1,Jeremy LEROUX,94,FRA,F2,6,"Stade Charléty, Paris (FRA)",24.08,977
10.74,+1.8,Christian MENSAH,96,NOR,F,3,"Bislett Stadion, Oslo (NOR)",13.06,965
10.76,+0.9,Reece PRESCOD,96,GBR,F,8,"Bislett Stadion, Oslo (NOR)",13.06,959
10.77,-0.2,Ancuiam LOPES,91,POR,F,2,"Stade Charléty, Paris (FRA)",24.08,956
10.77,-1.1,Frederik SCHOU-NIELSEN,96,DEN,F2,7,"Stade Charléty, Paris (FRA)",24.08,961
10.77,+0.2,Ancuiam LOPES,91,POR,F3,6,"Stade Charléty, Paris (FRA)",24.08,955
10.78,+1.4,Lion MARTINEZ,78,SWE,F2,3,"Olympiastadion, Stockholm (SWE)",30.05,952
10.78,+0.2,Andreas TRAJKOVSKI,93,DEN,F3,7,"Stade Charléty, Paris (FRA)",24.08,952
10.80,+0.4,Emmanuel DAWLSON,92,SWE,F1,7,"Olympiastadion, Stockholm (SWE)",30.05,946
10.84,+0.4,Jean-Christian ZIRIGNON,95,SWE,F1,8,"Olympiastadion, Stockholm (SWE)",30.05,934
10.89,+1.8,Jacob VAULA,01,NOR,F,4,"Bislett Stadion, Oslo (NOR)",13.06,919
10.91,+1.8,Erik MIKKELJORD,99,NOR,F,5,"Bislett Stadion, Oslo (NOR)",13.06,913
10.91,+1.8,Sondre Faugstad AMUNDSEN,98,NOR,F,5,"Bislett Stadion, Oslo (NOR)",13.06,913
10.93,-0.4,James ELLINGTON,85,GBR,H2,9,"Olympic Stadium, London (GBR)",20.07,909
10.94,-0.2,Mahamat Zakaria KHALID,02,QAT,F,1,"Khalifa International Stadium, Doha (QAT)",03.05,905
10.96,+1.8,Tomasz SIEMIENIUCH,00,NOR,F,7,"Bislett Stadion, Oslo (NOR)",13.06,898
10.96,+0.5,Frederik NIELSEN,02,DEN,F,1,"Boudewijnstadion, Bruxelles (BEL)",06.09,898
10.98,-1.1,Albert RANNING,98,DEN,F2,8,"Stade Charléty, Paris (FRA)",24.08,898
11.02,-0.2,Mathieu MARTINY,94,FRA,F,3,"Stade Charléty, Paris (FRA)",24.08,881
11.03,-1.5,Youssef HDAR,01,MAR,F,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,886
11.04,-1.5,Hamza MOUDCHI,99,MAR,F,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,883
11.06,-0.2,Mohammed AL RAEI,01,QAT,F,2,"Khalifa International Stadium, Doha (QAT)",03.05,870
11.07,+1.8,Hallgeir MARTINSEN,89,NOR,F,8,"Bislett Stadion, Oslo (NOR)",13.06,866
11.08,-0.2,Dylan VERMONT,99,FRA,F,4,"Stade Charléty, Paris (FRA)",24.08,864
11.08,-0.2,Baptiste VAILHE,00,FRA,F,5,"Stade Charléty, Paris (FRA)",24.08,864
11.08,+0.5,Emiel BOTTERMAN,02,BEL,F,2,"Boudewijnstadion, Bruxelles (BEL)",06.09,863
11.09,-1.5,Amine AIT ELHADJ,99,MAR,F,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,869
11.09,-1.5,Achraf BELMAATI, - ,MAR,F,4,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,869
11.09,+0.5,Arthur BOVY,02,BEL,F,3,"Boudewijnstadion, Bruxelles (BEL)",06.09,860
11.10,-0.2,Saeed Othman ALABSI,02,QAT,F,3,"Khalifa International Stadium, Doha (QAT)",03.05,858
11.11,+1.4,Grigorios KYRIAKOUDIS,97,SWE,F2,4,"Olympiastadion, Stockholm (SWE)",30.05,854
11.13,-0.2,Nicolas-alexand BATRIN,00,FRA,F,6,"Stade Charléty, Paris (FRA)",24.08,849
11.14,+1.4,Oskar MOTTA,98,SWE,F2,5,"Olympiastadion, Stockholm (SWE)",30.05,845
11.16,-1.5,Anouar ELAOUFI,99,MAR,F,5,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,849
11.16,+0.5,Jente HAUTTEKEETE,02,BEL,F,4,"Boudewijnstadion, Bruxelles (BEL)",06.09,840
11.17,-0.2,Mohammed Bader AL-ALI,03,QAT,F,4,"Khalifa International Stadium, Doha (QAT)",03.05,838
11.18,-0.2,Hamad Khalifa AL-ABDULLAH,02,QAT,F,5,"Khalifa International Stadium, Doha (QAT)",03.05,835
11.23,-1.5,Ismail SHAISSAH,02,MAR,F,6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,829
11.26,+0.5,Olivier LIFRANGE,03,BEL,F,5,"Boudewijnstadion, Bruxelles (BEL)",06.09,811
11.26,+0.5,Stan SERVAES,02,BEL,F,6,"Boudewijnstadion, Bruxelles (BEL)",06.09,811
11.32,-0.2,Boubacar TALL,81,FRA,F,7,"Stade Charléty, Paris (FRA)",24.08,795
11.33,-1.5,Mohamed SOUKAH, - ,MAR,F,7,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,800
11.36,-1.5,Jobe PAPA ALASSAN,94,GAM,F,8,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16.06,792
11.36,+0.5,Gautier BRICHET,02,BEL,F,7,"Boudewijnstadion, Bruxelles (BEL)",06.09,783
11.44,-0.2,Andy VELNOM,99,FRA,F,8,"Stade Charléty, Paris (FRA)",24.08,762
11.47,+0.5,Yarne STEEGMANS,02,BEL,F,8,"Boudewijnstadion, Bruxelles (BEL)",06.09,753
