,results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
122,10.40,+0.7,Rytis SAKALAUSKAS,87,LTU,F,4,"Olympiastadion, Stockholm (SWE)",17.08,1072
123,10.41,+0.5,Giovanni CODRINGTON,88,NED,F2,3,"Stadio Olimpico, Roma (ITA)",31.05,1069
124,10.43,-0.9,LeVonte WHITFIELD,93,USA,F,1,"Icahn Stadium, New York, NY (USA)",09.06,1068
125,10.44,-0.7,Julian REUS,88,GER,F2,6,"Letzigrund, Zürich (SUI)",30.08,1063
126,10.45,+0.7,Nil DE OLIVEIRA,86,SWE,F,8,"Olympiastadion, Stockholm (SWE)",17.08,1056
127,10.45,-0.7,Daniel TALBOT,91,GBR,F1,1,"Letzigrund, Zürich (SUI)",30.08,1060
128,10.46,+0.6,Reto Amaru SCHENKEL,88,SUI,F1,2,"Stadio Olimpico, Roma (ITA)",31.05,1053
129,10.46,-1.5,Aaron ARMSTRONG,77,TTO,F2,4,"Icahn Stadium, New York, NY (USA)",09.06,1062
130,10.47,+0.6,Ho-sua YEO,87,KOR,F1,3,"Stadio Olimpico, Roma (ITA)",31.05,1050
131,10.47,-0.9,Jazeel MURPHY,94,JAM,F,2,"Icahn Stadium, New York, NY (USA)",09.06,1055
132,10.48,+0.5,Kyung-soo OH,87,KOR,F2,4,"Stadio Olimpico, Roma (ITA)",31.05,1047
133,10.49,+0.6,Leevan YEARWOOD,88,GBR,F1,4,"Stadio Olimpico, Roma (ITA)",31.05,1043
134,10.49,+0.5,Gavin SMELLIE,86,CAN,F2,5,"Stadio Olimpico, Roma (ITA)",31.05,1043
135,10.50,+0.6,Alex WILSON,90,SUI,F1,5,"Stadio Olimpico, Roma (ITA)",31.05,1040
136,10.51,+0.5,Julian REUS,88,GER,F2,6,"Stadio Olimpico, Roma (ITA)",31.05,1037
137,10.52,+0.6,Fabio CERUTTI,85,ITA,F,7,"Bislett Stadion, Oslo (NOR)",07.06,1034
138,10.52,-1.5,Jeremy BASCOM,83,GUY,F2,5,"Icahn Stadium, New York, NY (USA)",09.06,1043
139,10.52,-0.7,Kamil MASZTAK,84,POL,F1,2,"Letzigrund, Zürich (SUI)",30.08,1038
140,10.53,-0.7,Christian MALCOLM,79,GBR,F2,7,"Letzigrund, Zürich (SUI)",30.08,1035
141,10.54,-0.9,Abraham HALL,93,USA,F,3,"Icahn Stadium, New York, NY (USA)",09.06,1032
142,10.55,-1.5,Ahmad RASHAD,87,USA,F2,6,"Icahn Stadium, New York, NY (USA)",09.06,1033
143,10.55,-1.5,Mark LEWIS-FRANCIS,82,GBR,H1,7,"Crystal Palace, London (GBR)",13.07,1033
144,10.57,-0.7,Andrew ROBERTSON,90,GBR,H2,7,"Crystal Palace, London (GBR)",13.07,1022
145,10.59,+0.6,Brian MARIANO,85,NED,F1,6,"Stadio Olimpico, Roma (ITA)",31.05,1011
146,10.59,-0.9,Raymond BOZMANS,94,USA,F,4,"Icahn Stadium, New York, NY (USA)",09.06,1016
147,10.59,-1.5,Rushane SCOTT,88,JAM,F2,7,"Icahn Stadium, New York, NY (USA)",09.06,1020
148,10.59,-0.7,Simone COLLIO,79,ITA,F1,3,"Letzigrund, Zürich (SUI)",30.08,1015
149,10.59,-0.7,Reto Amaru SCHENKEL,88,SUI,F2,8,"Letzigrund, Zürich (SUI)",30.08,1015
150,10.62,-0.7,Giovanni CODRINGTON,88,NED,F1,4,"Letzigrund, Zürich (SUI)",30.08,1006
151,10.65,-0.7,Brian MARIANO,85,NED,F1,5,"Letzigrund, Zürich (SUI)",30.08,997
152,10.66,-0.7,Martin KELLER,86,GER,F1,6,"Letzigrund, Zürich (SUI)",30.08,994
153,10.67,-1.5,Simeon WILLIAMSON,86,GBR,H1,8,"Crystal Palace, London (GBR)",13.07,995
154,10.68,-0.7,Jakub ADAMSKI,87,POL,F1,7,"Letzigrund, Zürich (SUI)",30.08,987
155,10.72,-0.9,Khalfani MUHAMMAD,94,PUR,F,5,"Icahn Stadium, New York, NY (USA)",09.06,976
156,10.72,-0.9,Trae ARMSTRONG,94,USA,F,6,"Icahn Stadium, New York, NY (USA)",09.06,976
157,10.73,-0.9,Tremayne ACY,95,USA,F,7,"Icahn Stadium, New York, NY (USA)",09.06,973
158,10.75,+0.7,Carl ARMFELT,84,SWE,F,5,"Olympiastadion, Stockholm (SWE)",17.08,962
159,10.77,-0.7,Rosario LA MASTRA,84,ITA,F1,8,"Letzigrund, Zürich (SUI)",30.08,959
160,10.84,+0.5,Sam EFFAH,88,CAN,F2,7,"Stadio Olimpico, Roma (ITA)",31.05,934
161,10.85,+0.5,Jerrel FELLER,87,NED,F2,8,"Stadio Olimpico, Roma (ITA)",31.05,931
162,10.86,-0.7,Rolf FONGUÉ,87,SUI,F2,9,"Letzigrund, Zürich (SUI)",30.08,932
163,10.87,-0.7,Steven GUGERLI,85,SUI,F1,9,"Letzigrund, Zürich (SUI)",30.08,929
164,10.99,+1.0,Alan DE MEULEMEESTER,95,BEL,F,1,"Boudewijnstadion, Bruxelles (BEL)",07.09,889
165,11.19,+1.0,Lionel DEGAVRE,95,BEL,F,2,"Boudewijnstadion, Bruxelles (BEL)",07.09,831
166,11.20,+0.7,Judel KIBONDO,86,SWE,F,6,"Olympiastadion, Stockholm (SWE)",17.08,828
167,11.27,+1.0,Dries DAVID,95,BEL,F,3,"Boudewijnstadion, Bruxelles (BEL)",07.09,808
168,11.29,+1.0,Jan DULLERS,95,BEL,F,4,"Boudewijnstadion, Bruxelles (BEL)",07.09,803
169,11.31,+1.0,Tiemen TACK,96,BEL,F,5,"Boudewijnstadion, Bruxelles (BEL)",07.09,797
170,11.31,+1.0,Sacha JONCKERS,95,BEL,F,6,"Boudewijnstadion, Bruxelles (BEL)",07.09,797
171,11.32,+1.0,Bert LEROY,96,BEL,F,7,"Boudewijnstadion, Bruxelles (BEL)",07.09,794
172,11.41,+1.0,Tibo HOEBRECHTS,95,BEL,F,8,"Boudewijnstadion, Bruxelles (BEL)",07.09,769
