results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
10.25,-0.4,Yupun ABEYKOON,94,SRI,F,9,"Letzigrund, Zürich (SUI)",09.09,1124
10.26,+0.9,Mahamat Goubaye YOUSSOUF,98,CHA,F,2,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1118
10.26,+0.7,Cejhae GREENE,95,ANT,F,7,"Stade Charléty, Paris (FRA)",28.08,1118
10.29,+0.7,Josephus LYLES,98,USA,F,2,"International Stadium, Gateshead (GBR)",13.07,1108
10.31,+0.5,Ebrahima CAMARA,96,GAM,F,3,"Olympiastadion, Stockholm (SWE)",04.07,1102
10.31,+0.7,Nethaneel MITCHELL-BLAKE,94,GBR,F,3,"International Stadium, Gateshead (GBR)",13.07,1102
10.33,+0.7,Andrew ROBERTSON,90,GBR,F,4,"International Stadium, Gateshead (GBR)",13.07,1095
10.34,+0.2,Oliver BROMBY,98,GBR,F,7,"Stadion Wankdorf, Bern (SUI)",21.08,1092
10.34,+0.1,Arthur CISSÉ,96,CIV,F,8,"Boudewijnstadion, Bruxelles (BEL)",03.09,1092
10.35,-0.1,Arthur CISSÉ,96,CIV,F,6,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1089
10.35,+0.2,Marvin SCHULTE,99,GER,F,8,"Stadion Wankdorf, Bern (SUI)",21.08,1089
10.37,+0.2,Cejhae GREENE,95,ANT,F,5,"Stadio Quercia, Rovereto (ITA)",31.08,1082
10.39,-0.1,Cejhae GREENE,95,ANT,F,7,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1076
10.39,+0.5,Sean SAFO-ANTWI,90,GHA,F,4,"Olympiastadion, Stockholm (SWE)",04.07,1076
10.39,-0.8,Henrik LARSSON,99,SWE,F,8,"Olympiastadion, Stockholm (SWE)",04.07,1080
10.40,+0.7,Tommy RAMDHAN,96,GBR,F,5,"International Stadium, Gateshead (GBR)",13.07,1072
10.43,+0.5,Oliver BROMBY,98,GBR,H3,2,"Stadion Wankdorf, Bern (SUI)",21.08,1063
10.43,+0.2,Michael RODGERS,85,USA,F,6,"Stadio Quercia, Rovereto (ITA)",31.08,1063
10.44,+0.7,Jona EFOLOKO,99,GBR,F,6,"International Stadium, Gateshead (GBR)",13.07,1059
10.46,+0.9,Owaab BARROW,01,QAT,F,3,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1053
10.46,-0.1,Jak Ali HARVEY,89,TUR,F,8,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1053
10.46,+0.5,Thomas JONES,01,SWE,F,5,"Olympiastadion, Stockholm (SWE)",04.07,1053
10.48,+0.9,Mahmoud Hafiz IBRAHIM,93,KSA,F,4,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1047
10.48,+0.9,Kayhan ÖZER,98,TUR,F,5,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1047
10.48,+0.2,Nigel ELLIS,97,JAM,F,7,"Stadio Quercia, Rovereto (ITA)",31.08,1047
10.49,+0.7,Oliver BROMBY,98,GBR,F,7,"International Stadium, Gateshead (GBR)",13.07,1043
10.54,+0.5,Desmond ROGO,96,SWE,F,6,"Olympiastadion, Stockholm (SWE)",04.07,1027
10.54,+0.6,Jerry LECONTE,00,FRA,F,3,"Stade Charléty, Paris (FRA)",28.08,1027
10.54,+0.2,Arthur CISSÉ,96,CIV,F,8,"Stadio Quercia, Rovereto (ITA)",31.08,1027
10.58,+0.2,Salum Ageze KASHAFALI,93,NOR,F,1,"Bislett Stadion, Oslo (NOR)",01.07,1015
10.59,+0.9,Mahamat Zakaria KHALID,02,QAT,F,6,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1011
10.60,+0.9,Saeed Othman ALABSI,02,QAT,F,7,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1008
10.65,+0.5,Viktor THOR,00,SWE,F,7,"Olympiastadion, Stockholm (SWE)",04.07,993
10.66,+0.5,Odain ROSE,92,SWE,F,8,"Olympiastadion, Stockholm (SWE)",04.07,990
10.68,+0.2,Filip BØE,00,NOR,F,2,"Bislett Stadion, Oslo (NOR)",01.07,983
10.68,+0.5,Sylvain CHUARD,96,SUI,H3,3,"Stadion Wankdorf, Bern (SUI)",21.08,983
10.70,+0.2,Even PETTERSEN,93,NOR,F,3,"Bislett Stadion, Oslo (NOR)",01.07,977
10.72,+0.9,Tosin OGUNODE,94,QAT,F,8,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,971
10.73,+0.6,Luca LAURENT,04,BEL,F,1,"Boudewijnstadion, Bruxelles (BEL)",03.09,968
10.77,+0.2,Øyvind Strømmen KJERPESET,91,NOR,F,4,"Bislett Stadion, Oslo (NOR)",01.07,955
10.78,+0.2,Patrick MONGA BIFUKO,96,COD,F,5,"Bislett Stadion, Oslo (NOR)",01.07,952
10.80,+0.4,Joshua EICHENBERGER,99,SUI,H2,1,"Stadion Wankdorf, Bern (SUI)",21.08,946
10.80,+0.6,Marnix DE PAUW,04,BEL,F,2,"Boudewijnstadion, Bruxelles (BEL)",03.09,946
10.83,+0.6,Dieter BERGS,05,BEL,F,3,"Boudewijnstadion, Bruxelles (BEL)",03.09,937
10.84,+0.4,Tomas O'SULLIVAN,02,SUI,H2,2,"Stadion Wankdorf, Bern (SUI)",21.08,934
10.84,+0.6,Cédric VERSCHUEREN,04,BEL,F,4,"Boudewijnstadion, Bruxelles (BEL)",03.09,934
10.87,+0.5,Noah ATTALLA,00,SUI,H3,4,"Stadion Wankdorf, Bern (SUI)",21.08,925
10.94,+0.6,Cédric MOTIEH,05,BEL,F,5,"Boudewijnstadion, Bruxelles (BEL)",03.09,904
10.95,+0.2,Daniel Alejandro JOHNSEN,98,NOR,F,6,"Bislett Stadion, Oslo (NOR)",01.07,901
10.98,+0.2,Hallgeir MARTINSEN,89,NOR,F,7,"Bislett Stadion, Oslo (NOR)",01.07,892
10.98,+0.6,Johnson CASSEUS,01,FRA,F,4,"Stade Charléty, Paris (FRA)",28.08,892
11.00,+0.5,Alan PICHONNAZ,01,SUI,H3,5,"Stadion Wankdorf, Bern (SUI)",21.08,886
11.01,+0.6,Jonathan GELIE,99,FRA,F,5,"Stade Charléty, Paris (FRA)",28.08,883
11.07,+0.6,Ibrahim CAMARA,04,BEL,F,6,"Boudewijnstadion, Bruxelles (BEL)",03.09,866
11.10,+0.4,Nico WYSS,02,SUI,H2,3,"Stadion Wankdorf, Bern (SUI)",21.08,857
11.10,+0.6,Ibrahim DIALLO,00,FRA,F,6,"Stade Charléty, Paris (FRA)",28.08,857
11.12,+0.6,Stijn VAN DER VREKEN,04,BEL,F,7,"Boudewijnstadion, Bruxelles (BEL)",03.09,851
11.14,+0.4,Matthieu NORMAND,03,SUI,H2,4,"Stadion Wankdorf, Bern (SUI)",21.08,845
11.14,+0.6,Senne DE VOS,04,BEL,F,8,"Boudewijnstadion, Bruxelles (BEL)",03.09,845
11.16,+0.4,Marc HOFER,05,SUI,H2,5,"Stadion Wankdorf, Bern (SUI)",21.08,840
11.18,+0.4,Joel WINTERBERG,02,SUI,H2,6,"Stadion Wankdorf, Bern (SUI)",21.08,834
11.20,+0.5,Timo CASTRINI,01,SUI,H3,6,"Stadion Wankdorf, Bern (SUI)",21.08,828
11.21,+0.2,Vegard Dragsund SVERD,99,NOR,F,8,"Bislett Stadion, Oslo (NOR)",01.07,825
11.23,0.0,Steven MOMO,03,SUI,H1,1,"Stadion Wankdorf, Bern (SUI)",21.08,820
11.30,0.0,Damian SALZMANN,98,SUI,H1,2,"Stadion Wankdorf, Bern (SUI)",21.08,800
11.43,0.0,Marco LUPARO,98,ARG,H1,3,"Stadion Wankdorf, Bern (SUI)",21.08,764
12.11,0.0,Lukas BEER,02,SUI,H1,6,"Stadion Wankdorf, Bern (SUI)",21.08,588
