results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
10.20,-0.2,Jerome BLAKE,95,CAN,F,3,"Alexander Stadium, Birmingham (GBR)",21.05,1139
10.21,-0.2,Andre DE GRASSE,94,CAN,F,9,"Hayward Field, Eugene, OR (USA)",28.05,1136
10.21,-0.5,Yupun ABEYKOON,94,SRI,F,4,"Olympiastadion, Stockholm (SWE)",30.06,1138
10.21,-0.7,Akani SIMBINE,93,RSA,F,8,"Stadion Śląski, Chorzów (POL)",06.08,1139
10.21,-0.3,Andre DE GRASSE,94,CAN,F,8,"Letzigrund, Zürich (SUI)",08.09,1136
10.22,-0.2,Emile ERASMUS,92,RSA,F,5,"Stadio Olimpico, Roma (ITA)",09.06,1133
10.23,-0.5,Aaron BROWN,92,CAN,F,2,"Alexander Stadium, Birmingham (GBR)",21.05,1131
10.24,-0.2,Andre DE GRASSE,94,CAN,F,4,"Alexander Stadium, Birmingham (GBR)",21.05,1126
10.24,-0.5,Mouhamadou FALL,92,FRA,F,5,"Olympiastadion, Stockholm (SWE)",30.06,1128
10.25,-0.2,Chituru ALI,99,ITA,F,6,"Stadio Olimpico, Roma (ITA)",09.06,1123
10.25,-1.6,Benjamin AZAMATI,98,GHA,F,1,"Stade Charléty, Paris (FRA)",18.06,1131
10.28,+0.5,Rohan BROWNING,97,AUS,F,7,"Bislett Stadion, Oslo (NOR)",16.06,1112
10.29,-0.2,Michael RODGERS,85,USA,F,7,"Stadio Olimpico, Roma (ITA)",09.06,1109
10.29,-0.7,Kyree KING,94,USA,F,9,"Stadion Śląski, Chorzów (POL)",06.08,1112
10.30,+0.5,Ojie EDOBURUN,96,GBR,F,8,"Bislett Stadion, Oslo (NOR)",16.06,1105
10.31,-0.2,Nethaneel MITCHELL-BLAKE,94,GBR,F,5,"Alexander Stadium, Birmingham (GBR)",21.05,1103
10.32,-1.6,Mouhamadou FALL,92,FRA,F,2,"Stade Charléty, Paris (FRA)",18.06,1108
10.34,-1.6,Jimmy VICAUT,92,FRA,F,3,"Stade Charléty, Paris (FRA)",18.06,1101
10.35,-0.2,Isiah YOUNG,90,USA,F,8,"Stadio Olimpico, Roma (ITA)",09.06,1090
10.35,+1.1,Elvis AFRIFA,97,NED,F1,1,"Bislett Stadion, Oslo (NOR)",16.06,1089
10.35,-1.6,Aymeric PRIAM,00,FRA,F,4,"Stade Charléty, Paris (FRA)",18.06,1098
10.38,-0.2,Adam GEMILI,93,GBR,F,6,"Alexander Stadium, Birmingham (GBR)",21.05,1080
10.38,-1.6,Henricho BRUINTJIES,93,RSA,F,5,"Stade Charléty, Paris (FRA)",18.06,1088
10.38,-0.5,Joris VAN GOOL,98,NED,F,6,"Olympiastadion, Stockholm (SWE)",30.06,1082
10.38,-0.5,Rohan BROWNING,97,AUS,F,7,"Olympiastadion, Stockholm (SWE)",30.06,1082
10.39,-0.2,Lucas ANSAH-PEPRAH,00,GER,F,9,"Stadio Olimpico, Roma (ITA)",09.06,1077
10.40,-0.5,Henrik LARSSON,99,SWE,F,8,"Olympiastadion, Stockholm (SWE)",30.06,1075
10.44,-0.5,Sam GORDON,94,GBR,F,3,"Alexander Stadium, Birmingham (GBR)",21.05,1062
10.45,-0.5,Adam THOMAS,95,GBR,F,4,"Alexander Stadium, Birmingham (GBR)",21.05,1059
10.45,-1.6,Sean SAFO-ANTWI,90,GHA,F,6,"Stade Charléty, Paris (FRA)",18.06,1065
10.46,+1.1,Jacob VAULA,01,NOR,F1,2,"Bislett Stadion, Oslo (NOR)",16.06,1053
10.47,-0.5,Taymir BURNET,92,NED,F,5,"Alexander Stadium, Birmingham (GBR)",21.05,1053
10.47,-0.5,Brendon RODNEY,92,CAN,F,6,"Alexander Stadium, Birmingham (GBR)",21.05,1053
10.49,-0.5,Xavi MO-AJOK,02,NED,F,7,"Alexander Stadium, Birmingham (GBR)",21.05,1046
10.52,-1.6,Hassan TAFTIAN,93,IRI,F,7,"Stade Charléty, Paris (FRA)",18.06,1043
10.58,-0.5,Joris VAN GOOL,98,NED,F,8,"Alexander Stadium, Birmingham (GBR)",21.05,1018
10.62,-1.6,Jeff ERIUS,04,FRA,F,8,"Stade Charléty, Paris (FRA)",18.06,1011
10.63,-0.5,Dewi HAMMOND,94,GBR,F,9,"Alexander Stadium, Birmingham (GBR)",21.05,1002
10.65,-0.2,Reece PRESCOD,96,GBR,F,7,"Alexander Stadium, Birmingham (GBR)",21.05,994
10.65,+1.1,Edem AGBO,99,NOR,F1,3,"Bislett Stadion, Oslo (NOR)",16.06,993
10.67,+0.3,Jørgen EVENSEN LUND,03,NOR,F2,1,"Bislett Stadion, Oslo (NOR)",16.06,986
10.69,+1.1,Sondre Faugstad AMUNDSEN,98,NOR,F1,4,"Bislett Stadion, Oslo (NOR)",16.06,980
10.76,+0.6,Dieter BERGS,05,BEL,F,1,"Boudewijnstadion, Bruxelles (BEL)",02.09,959
10.78,+1.1,Sondre Lindaas GJESDAL,98,NOR,F1,5,"Bislett Stadion, Oslo (NOR)",16.06,952
10.84,+0.3,Valentin JENSEN,05,DEN,F2,2,"Bislett Stadion, Oslo (NOR)",16.06,934
10.91,+0.3,Einar RYE,01,NOR,F2,3,"Bislett Stadion, Oslo (NOR)",16.06,913
10.94,+0.3,Sondre Matias KUI RUDI,00,NOR,F2,4,"Bislett Stadion, Oslo (NOR)",16.06,904
10.98,+0.3,Johannes STEINSLAND GULBRANDSE LUNDE,03,NOR,F2,5,"Bislett Stadion, Oslo (NOR)",16.06,892
10.99,+0.6,Cédric MOTIEH,05,BEL,F,2,"Boudewijnstadion, Bruxelles (BEL)",02.09,889
11.06,+0.6,Némo RASE,05,BEL,F,3,"Boudewijnstadion, Bruxelles (BEL)",02.09,869
11.08,+0.3,Sander WERGE NILSEN,03,NOR,F2,6,"Bislett Stadion, Oslo (NOR)",16.06,863
11.08,+0.3,Vegard Dragsund SVERD,99,NOR,F2,7,"Bislett Stadion, Oslo (NOR)",16.06,863
11.10,+0.4,Gaetano BARONE,81,ITA,F,1,"Stadio Olimpico, Roma (ITA)",09.06,857
11.11,+0.3,Christian MENSAH,96,NOR,F2,8,"Bislett Stadion, Oslo (NOR)",16.06,854
11.12,+1.1,Sander STEEN MYRVANG,00,NOR,F1,6,"Bislett Stadion, Oslo (NOR)",16.06,851
11.17,+0.6,Jarno TORCK,05,BEL,F,4,"Boudewijnstadion, Bruxelles (BEL)",02.09,837
11.25,+0.6,Maric LECHANTRE,05,BEL,F,6,"Boudewijnstadion, Bruxelles (BEL)",02.09,814
11.35,+0.1,Warre DE PAUW,03,BEL,F,1,"Boudewijnstadion, Bruxelles (BEL)",02.09,786
11.43,+0.6,Joshua LO BIANCO,05,BEL,F,7,"Boudewijnstadion, Bruxelles (BEL)",02.09,764
