results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
10.26,0.5,Ángel David RODRÍGUEZ,80,ESP,F2,1.0,"Stadio Olimpico, Roma (ITA)",31.05,1118
10.27,0.7,Ramone MCKENZIE,90,JAM,F1,9.0,"Icahn Stadium, New York, NY (USA)",9.06,1115
10.27,-1.5,Keston BLEDMAN,88,TTO,H1,4.0,"Crystal Palace, London (GBR)",13.07,1124
10.27,0.7,Wallace SPEARMON,84,USA,F,2.0,"Olympiastadion, Stockholm (SWE)",17.08,1115
10.27,-0.7,Mario FORSYTHE,85,JAM,F2,4.0,"Letzigrund, Zürich (SUI)",30.08,1119
10.28,0.4,Jimmy VICAUT,92,FRA,F,8.0,"Suhaim bin Hamad Stadium, Doha (QAT)",11.05,1112
10.3,-0.1,Ainsley WAUGH,81,JAM,F,8.0,"Stadio Olimpico, Roma (ITA)",31.05,1105
10.3,0.6,Simon MAGAKWE,86,RSA,F,5.0,"Bislett Stadion, Oslo (NOR)",7.06,1105
10.3,-1.5,Kemar BAILEY-COLE,92,JAM,F2,2.0,"Icahn Stadium, New York, NY (USA)",9.06,1114
10.3,-1.5,Jason YOUNG,91,JAM,F2,3.0,"Icahn Stadium, New York, NY (USA)",9.06,1114
10.31,-0.4,Bingtian SU,89,CHN,F,6.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1104
10.31,-0.7,Calesio NEWMAN,86,USA,F2,5.0,"Letzigrund, Zürich (SUI)",30.08,1106
10.32,-0.4,Michael FRATER,82,JAM,F,7.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1101
10.32,0.6,Dontae RICHARDS-KWOK,89,CAN,F1,1.0,"Stadio Olimpico, Roma (ITA)",31.05,1099
10.32,0.0,Calesio NEWMAN,86,USA,F,9.0,Paris (FRA),6.07,1099
10.32,-0.7,Jak Ali HARVEY,89,JAM,H2,6.0,"Crystal Palace, London (GBR)",13.07,1103
10.32,-0.1,Richard THOMPSON,85,TTO,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",23.08,1099
10.32,0.3,Kenroy ANDERSON,87,JAM,F,9.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,1099
10.33,-0.1,Simon MAGAKWE,86,RSA,F,9.0,"Stadio Olimpico, Roma (ITA)",31.05,1095
10.34,-0.4,Kim COLLINS,76,SKN,F,8.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1094
10.35,-0.4,Peimeng ZHANG,87,CHN,F,9.0,"Shanghai Stadium, Shanghai (CHN)",19.05,1091
10.35,-1.5,Dwain CHAMBERS,78,GBR,H1,5.0,"Crystal Palace, London (GBR)",13.07,1098
10.37,0.5,Christian MALCOLM,79,GBR,F2,2.0,"Stadio Olimpico, Roma (ITA)",31.05,1082
10.37,-1.5,Kemar BAILEY-COLE,92,JAM,H1,6.0,"Crystal Palace, London (GBR)",13.07,1091
10.4,0.6,Marlon DEVONISH,76,GBR,F,6.0,"Bislett Stadion, Oslo (NOR)",7.06,1072
10.4,0.7,Alexander BRORSSON,90,SWE,F,3.0,"Olympiastadion, Stockholm (SWE)",17.08,1072
10.4,0.7,Rytis SAKALAUSKAS,87,LTU,F,4.0,"Olympiastadion, Stockholm (SWE)",17.08,1072
10.41,0.5,Giovanni CODRINGTON,88,NED,F2,3.0,"Stadio Olimpico, Roma (ITA)",31.05,1069
10.43,-0.9,LeVonte WHITFIELD,93,USA,F,1.0,"Icahn Stadium, New York, NY (USA)",9.06,1068
10.44,-0.7,Julian REUS,88,GER,F2,6.0,"Letzigrund, Zürich (SUI)",30.08,1063
10.45,0.7,Nil DE OLIVEIRA,86,SWE,F,8.0,"Olympiastadion, Stockholm (SWE)",17.08,1056
10.45,-0.7,Daniel TALBOT,91,GBR,F1,1.0,"Letzigrund, Zürich (SUI)",30.08,1060
10.46,0.6,Reto Amaru SCHENKEL,88,SUI,F1,2.0,"Stadio Olimpico, Roma (ITA)",31.05,1053
10.46,-1.5,Aaron ARMSTRONG,77,TTO,F2,4.0,"Icahn Stadium, New York, NY (USA)",9.06,1062
10.47,0.6,Ho-sua YEO,87,KOR,F1,3.0,"Stadio Olimpico, Roma (ITA)",31.05,1050
10.47,-0.9,Jazeel MURPHY,94,JAM,F,2.0,"Icahn Stadium, New York, NY (USA)",9.06,1055
10.48,0.5,Kyung-soo OH,87,KOR,F2,4.0,"Stadio Olimpico, Roma (ITA)",31.05,1047
10.49,0.6,Leevan YEARWOOD,88,GBR,F1,4.0,"Stadio Olimpico, Roma (ITA)",31.05,1043
10.49,0.5,Gavin SMELLIE,86,CAN,F2,5.0,"Stadio Olimpico, Roma (ITA)",31.05,1043
10.5,0.6,Alex WILSON,90,SUI,F1,5.0,"Stadio Olimpico, Roma (ITA)",31.05,1040
10.51,0.5,Julian REUS,88,GER,F2,6.0,"Stadio Olimpico, Roma (ITA)",31.05,1037
10.52,0.6,Fabio CERUTTI,85,ITA,F,7.0,"Bislett Stadion, Oslo (NOR)",7.06,1034
10.52,-1.5,Jeremy BASCOM,83,GUY,F2,5.0,"Icahn Stadium, New York, NY (USA)",9.06,1043
10.52,-0.7,Kamil MASZTAK,84,POL,F1,2.0,"Letzigrund, Zürich (SUI)",30.08,1038
10.53,-0.7,Christian MALCOLM,79,GBR,F2,7.0,"Letzigrund, Zürich (SUI)",30.08,1035
10.54,-0.9,Abraham HALL,93,USA,F,3.0,"Icahn Stadium, New York, NY (USA)",9.06,1032
10.55,-1.5,Ahmad RASHAD,87,USA,F2,6.0,"Icahn Stadium, New York, NY (USA)",9.06,1033
10.55,-1.5,Mark LEWIS-FRANCIS,82,GBR,H1,7.0,"Crystal Palace, London (GBR)",13.07,1033
10.57,-0.7,Andrew ROBERTSON,90,GBR,H2,7.0,"Crystal Palace, London (GBR)",13.07,1022
10.59,0.6,Brian MARIANO,85,NED,F1,6.0,"Stadio Olimpico, Roma (ITA)",31.05,1011
10.59,-0.9,Raymond BOZMANS,94,USA,F,4.0,"Icahn Stadium, New York, NY (USA)",9.06,1016
10.59,-1.5,Rushane SCOTT,88,JAM,F2,7.0,"Icahn Stadium, New York, NY (USA)",9.06,1020
10.59,-0.7,Simone COLLIO,79,ITA,F1,3.0,"Letzigrund, Zürich (SUI)",30.08,1015
10.59,-0.7,Reto Amaru SCHENKEL,88,SUI,F2,8.0,"Letzigrund, Zürich (SUI)",30.08,1015
10.62,-0.7,Giovanni CODRINGTON,88,NED,F1,4.0,"Letzigrund, Zürich (SUI)",30.08,1006
10.65,-0.7,Brian MARIANO,85,NED,F1,5.0,"Letzigrund, Zürich (SUI)",30.08,997
10.66,-0.7,Martin KELLER,86,GER,F1,6.0,"Letzigrund, Zürich (SUI)",30.08,994
10.67,-1.5,Simeon WILLIAMSON,86,GBR,H1,8.0,"Crystal Palace, London (GBR)",13.07,995
10.68,-0.7,Jakub ADAMSKI,87,POL,F1,7.0,"Letzigrund, Zürich (SUI)",30.08,987
10.72,-0.9,Khalfani MUHAMMAD,94,PUR,F,5.0,"Icahn Stadium, New York, NY (USA)",9.06,976
10.72,-0.9,Trae ARMSTRONG,94,USA,F,6.0,"Icahn Stadium, New York, NY (USA)",9.06,976
10.73,-0.9,Tremayne ACY,95,USA,F,7.0,"Icahn Stadium, New York, NY (USA)",9.06,973
10.75,0.7,Carl ARMFELT,84,SWE,F,5.0,"Olympiastadion, Stockholm (SWE)",17.08,962
10.77,-0.7,Rosario LA MASTRA,84,ITA,F1,8.0,"Letzigrund, Zürich (SUI)",30.08,959
10.84,0.5,Sam EFFAH,88,CAN,F2,7.0,"Stadio Olimpico, Roma (ITA)",31.05,934
10.85,0.5,Jerrel FELLER,87,NED,F2,8.0,"Stadio Olimpico, Roma (ITA)",31.05,931
10.86,-0.7,Rolf FONGUÉ,87,SUI,F2,9.0,"Letzigrund, Zürich (SUI)",30.08,932
10.87,-0.7,Steven GUGERLI,85,SUI,F1,9.0,"Letzigrund, Zürich (SUI)",30.08,929
10.99,1.0,Alan DE MEULEMEESTER,95,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,889
11.19,1.0,Lionel DEGAVRE,95,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,831
11.2,0.7,Judel KIBONDO,86,SWE,F,6.0,"Olympiastadion, Stockholm (SWE)",17.08,828
11.27,1.0,Dries DAVID,95,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,808
11.29,1.0,Jan DULLERS,95,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,803
11.31,1.0,Tiemen TACK,96,BEL,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,797
11.31,1.0,Sacha JONCKERS,95,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,797
11.32,1.0,Bert LEROY,96,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,794
11.41,1.0,Tibo HOEBRECHTS,95,BEL,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,769
9.8,0.6,Usain BOLT,86,JAM,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1276
9.85,0.2,Usain BOLT,86,JAM,F1,1.0,"Olympic Stadium, London (GBR)",26.07,1259
9.9,-0.3,Usain BOLT,86,JAM,F,1.0,"Letzigrund, Zürich (SUI)",29.08,1242
9.9,0.6,Michael RODGERS,85,USA,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1241
9.94,0.8,Justin GATLIN,82,USA,F1,1.0,"Stadio Olimpico, Roma (ITA)",6.06,1227
9.94,-0.4,Justin GATLIN,82,USA,F,1.0,"Stade Louis II, Monaco (MON)",19.07,1229
9.94,-0.3,Nickel ASHMEADE,90,JAM,F,2.0,"Letzigrund, Zürich (SUI)",29.08,1228
9.94,0.6,Nesta CARTER,85,JAM,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1227
9.94,0.6,Justin GATLIN,82,USA,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1227
9.95,0.8,Usain BOLT,86,JAM,F1,2.0,"Stadio Olimpico, Roma (ITA)",6.06,1224
9.96,2.0,Michael RODGERS,85,USA,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1220
9.96,-0.4,Dentarius LOCKE,89,USA,F,2.0,"Stade Louis II, Monaco (MON)",19.07,1222
9.96,-0.3,Justin GATLIN,82,USA,F,3.0,"Letzigrund, Zürich (SUI)",29.08,1221
9.97,1.2,Justin GATLIN,82,USA,F,1.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1217
9.97,2.0,Kim COLLINS,76,SKN,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1217
9.98,0.2,Michael RODGERS,85,USA,F1,2.0,"Olympic Stadium, London (GBR)",26.07,1213
9.98,-0.3,Jimmy VICAUT,92,FRA,F,4.0,"Letzigrund, Zürich (SUI)",29.08,1214
9.98,0.6,Kemar BAILEY-COLE,92,JAM,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1213
9.99,1.2,Michael RODGERS,85,USA,F,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1210
9.99,1.2,Nesta CARTER,85,JAM,F,3.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1210
9.99,0.8,Nesta CARTER,85,JAM,F,1.0,"Alexander Stadium, Birmingham (GBR)",30.06,1210
9.99,-0.4,Jimmy VICAUT,92,FRA,F,3.0,"Stade Louis II, Monaco (MON)",19.07,1212
9.99,0.2,Nesta CARTER,85,JAM,F1,3.0,"Olympic Stadium, London (GBR)",26.07,1210
10.0,-0.3,Michael RODGERS,85,USA,F,5.0,"Letzigrund, Zürich (SUI)",29.08,1207
10.01,-0.3,Nesta CARTER,85,JAM,F,6.0,"Letzigrund, Zürich (SUI)",29.08,1204
10.02,0.8,Jimmy VICAUT,92,FRA,F1,3.0,"Stadio Olimpico, Roma (ITA)",6.06,1199
10.02,-0.3,Kemar BAILEY-COLE,92,JAM,F,7.0,"Letzigrund, Zürich (SUI)",29.08,1200
10.03,0.8,James DASAOLU,87,GBR,F,2.0,"Alexander Stadium, Birmingham (GBR)",30.06,1196
10.03,1.7,Churandy MARTINA,84,NED,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1196
10.03,0.2,Kim COLLINS,76,SKN,F1,4.0,"Olympic Stadium, London (GBR)",26.07,1196
10.03,0.6,Jimmy VICAUT,92,FRA,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1196
10.04,1.2,Kim COLLINS,76,SKN,F,4.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1193
10.04,0.8,Michael RODGERS,85,USA,F1,4.0,"Stadio Olimpico, Roma (ITA)",6.06,1193
10.05,-1.3,James DASAOLU,87,GBR,H2,1.0,"Alexander Stadium, Birmingham (GBR)",30.06,1196
10.05,2.0,Nickel ASHMEADE,90,JAM,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1189
10.05,2.0,Kemar BAILEY-COLE,92,JAM,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1189
10.06,0.8,Kim COLLINS,76,SKN,F,3.0,"Alexander Stadium, Birmingham (GBR)",30.06,1186
10.06,-0.3,Adam GEMILI,93,GBR,F,8.0,"Letzigrund, Zürich (SUI)",29.08,1187
10.07,0.8,Kim COLLINS,76,SKN,F1,5.0,"Stadio Olimpico, Roma (ITA)",6.06,1182
10.07,0.8,Michael RODGERS,85,USA,F,4.0,"Alexander Stadium, Birmingham (GBR)",30.06,1182
10.07,-0.4,Michael RODGERS,85,USA,F,4.0,"Stade Louis II, Monaco (MON)",19.07,1184
10.07,-0.3,Walter DIX,86,USA,F,9.0,"Letzigrund, Zürich (SUI)",29.08,1183
10.07,0.6,Kim COLLINS,76,SKN,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1182
10.08,1.2,Samuel FRANCIS,87,QAT,F,5.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1179
10.08,0.8,Rakieem SALAAM,90,USA,F1,6.0,"Stadio Olimpico, Roma (ITA)",6.06,1179
10.08,-0.4,Kim COLLINS,76,SKN,F,5.0,"Stade Louis II, Monaco (MON)",19.07,1181
10.1,0.8,Jimmy VICAUT,92,FRA,F,5.0,"Alexander Stadium, Birmingham (GBR)",30.06,1172
10.1,-0.4,Kemar BAILEY-COLE,92,JAM,F,6.0,"Stade Louis II, Monaco (MON)",19.07,1174
10.1,0.2,Dwain CHAMBERS,78,GBR,F1,5.0,"Olympic Stadium, London (GBR)",26.07,1172
10.11,2.0,Jimmy VICAUT,92,FRA,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1169
10.13,0.1,Jaysuma SAIDY NDURE,84,NOR,F2,1.0,"Stadio Olimpico, Roma (ITA)",6.06,1162
10.13,-0.4,Kim COLLINS,76,SKN,H1,1.0,"Alexander Stadium, Birmingham (GBR)",30.06,1164
10.13,-1.3,Michael RODGERS,85,USA,H2,2.0,"Alexander Stadium, Birmingham (GBR)",30.06,1169
10.13,-0.4,Nickel ASHMEADE,90,JAM,F,7.0,"Stade Louis II, Monaco (MON)",19.07,1164
10.14,1.2,Derrick ATKINS,84,BAH,F,6.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1159
10.14,2.0,Richard THOMPSON,85,TTO,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1159
10.14,0.2,Rakieem SALAAM,90,USA,F1,6.0,"Olympic Stadium, London (GBR)",26.07,1159
10.15,-0.8,Ryan BAILEY,89,USA,F,1.0,"Icahn Stadium, New York, NY (USA)",25.05,1159
10.15,0.6,James DASAOLU,87,GBR,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1155
10.16,-0.8,Keston BLEDMAN,88,TTO,F,2.0,"Icahn Stadium, New York, NY (USA)",25.05,1156
10.16,0.3,Adam GEMILI,93,GBR,F2,1.0,"Olympic Stadium, London (GBR)",26.07,1152
10.16,0.3,Harry AIKINES-ARYEETEY,88,GBR,F2,2.0,"Olympic Stadium, London (GBR)",26.07,1152
10.17,1.2,Jak Ali HARVEY,89,JAM,F,7.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1148
10.17,0.8,James ELLINGTON,85,GBR,F,6.0,"Alexander Stadium, Birmingham (GBR)",30.06,1148
10.17,0.8,Kimmari ROACH,89,JAM,F,7.0,"Alexander Stadium, Birmingham (GBR)",30.06,1148
10.19,0.6,Keston BLEDMAN,88,TTO,F,9.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1142
10.2,-0.1,Nickel ASHMEADE,90,JAM,SF2,1.0,"Icahn Stadium, New York, NY (USA)",25.05,1138
10.2,-0.4,Charles SILMON,91,USA,F,8.0,"Stade Louis II, Monaco (MON)",19.07,1140
10.21,1.2,Jason YOUNG,91,JAM,F,8.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1135
10.21,0.1,Jak Ali HARVEY,89,JAM,F2,2.0,"Stadio Olimpico, Roma (ITA)",6.06,1135
10.21,0.3,Mark LEWIS-FRANCIS,82,GBR,F2,3.0,"Olympic Stadium, London (GBR)",26.07,1135
10.22,-1.3,Jimmy VICAUT,92,FRA,H2,3.0,"Alexander Stadium, Birmingham (GBR)",30.06,1139
10.23,-0.4,Kimmari ROACH,89,JAM,H1,2.0,"Alexander Stadium, Birmingham (GBR)",30.06,1130
10.23,0.2,Christophe LEMAITRE,90,FRA,F1,7.0,"Olympic Stadium, London (GBR)",26.07,1128
10.24,-0.8,Nesta CARTER,85,JAM,F,3.0,"Icahn Stadium, New York, NY (USA)",25.05,1129
10.26,-0.4,Nesta CARTER,85,JAM,H1,3.0,"Alexander Stadium, Birmingham (GBR)",30.06,1120
10.26,0.8,Julian FORTE,93,JAM,F,8.0,"Alexander Stadium, Birmingham (GBR)",30.06,1118
10.27,-1.3,Julian FORTE,93,JAM,H2,4.0,"Alexander Stadium, Birmingham (GBR)",30.06,1122
10.28,-0.1,Ryan BAILEY,89,USA,SF2,2.0,"Icahn Stadium, New York, NY (USA)",25.05,1112
10.29,-0.1,Keston BLEDMAN,88,TTO,SF2,3.0,"Icahn Stadium, New York, NY (USA)",25.05,1108
10.29,-0.1,Nesta CARTER,85,JAM,SF2,4.0,"Icahn Stadium, New York, NY (USA)",25.05,1108
10.29,-0.8,Jak Ali HARVEY,89,JAM,F,4.0,"Icahn Stadium, New York, NY (USA)",25.05,1112
10.29,0.8,Calesio NEWMAN,86,USA,F1,7.0,"Stadio Olimpico, Roma (ITA)",6.06,1108
10.29,0.8,Michael TUMI,90,ITA,F1,8.0,"Stadio Olimpico, Roma (ITA)",6.06,1108
10.29,-0.4,James ELLINGTON,85,GBR,H1,4.0,"Alexander Stadium, Birmingham (GBR)",30.06,1110
10.3,0.1,Kemar HYMAN,89,CAY,F2,3.0,"Stadio Olimpico, Roma (ITA)",6.06,1105
10.3,0.3,Deji TOBAIS,91,GBR,F2,4.0,"Olympic Stadium, London (GBR)",26.07,1105
10.31,-0.8,Nickel ASHMEADE,90,JAM,F,5.0,"Icahn Stadium, New York, NY (USA)",25.05,1106
10.31,1.7,Reto Amaru SCHENKEL,88,SUI,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1102
10.31,0.3,Josh SWARAY,86,GBR,F2,5.0,"Olympic Stadium, London (GBR)",26.07,1102
10.32,0.1,James ELLINGTON,85,GBR,F2,4.0,"Stadio Olimpico, Roma (ITA)",6.06,1099
10.32,-0.4,Keston BLEDMAN,88,TTO,H1,5.0,"Alexander Stadium, Birmingham (GBR)",30.06,1101
10.32,-1.3,Calesio NEWMAN,86,USA,H2,5.0,"Alexander Stadium, Birmingham (GBR)",30.06,1106
10.33,-0.8,Kemar BAILEY-COLE,92,JAM,F,6.0,"Icahn Stadium, New York, NY (USA)",25.05,1099
10.33,0.3,Joel FEARON,88,GBR,F2,6.0,"Olympic Stadium, London (GBR)",26.07,1095
10.34,-1.3,Joel FEARON,88,GBR,H2,6.0,"Alexander Stadium, Birmingham (GBR)",30.06,1099
10.35,0.1,Keith RICKS,90,USA,F2,5.0,"Stadio Olimpico, Roma (ITA)",6.06,1089
10.35,-1.3,Isiah YOUNG,90,USA,H2,7.0,"Alexander Stadium, Birmingham (GBR)",30.06,1096
10.35,0.3,Andrew ROBERTSON,90,GBR,F2,7.0,"Olympic Stadium, London (GBR)",26.07,1089
10.37,-0.1,Jak Ali HARVEY,89,JAM,SF2,5.0,"Icahn Stadium, New York, NY (USA)",25.05,1082
10.37,0.1,Jacques RIPARELLI,83,ITA,F2,6.0,"Stadio Olimpico, Roma (ITA)",6.06,1082
10.37,0.1,Simone COLLIO,79,ITA,F2,7.0,"Stadio Olimpico, Roma (ITA)",6.06,1082
10.37,-0.4,Mark LEWIS-FRANCIS,82,GBR,H1,6.0,"Alexander Stadium, Birmingham (GBR)",30.06,1084
10.38,-0.4,Gabriel MVUMVURE,88,ZIM,H1,7.0,"Alexander Stadium, Birmingham (GBR)",30.06,1081
10.38,-1.3,Harry AIKINES-ARYEETEY,88,GBR,H2,8.0,"Alexander Stadium, Birmingham (GBR)",30.06,1086
10.39,0.1,Harry AIKINES-ARYEETEY,88,GBR,F2,8.0,"Stadio Olimpico, Roma (ITA)",6.06,1076
10.4,-0.4,Cameron BURRELL,94,USA,F,1.0,"Icahn Stadium, New York, NY (USA)",25.05,1074
10.4,0.8,Samuel FRANCIS,87,QAT,F1,9.0,"Stadio Olimpico, Roma (ITA)",6.06,1072
10.41,0.1,Fabio CERUTTI,85,ITA,F2,9.0,"Stadio Olimpico, Roma (ITA)",6.06,1069
10.41,1.7,Titus Kafunda MUKHALA,93,ZAM,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1069
10.43,0.3,Greg CACKETT,89,GBR,F2,8.0,"Olympic Stadium, London (GBR)",26.07,1063
10.46,1.0,Kemar BAILEY-COLE,92,JAM,SF1,1.0,"Icahn Stadium, New York, NY (USA)",25.05,1053
10.5,-0.8,Rakieem SALAAM,90,USA,F,7.0,"Icahn Stadium, New York, NY (USA)",25.05,1044
10.54,-0.1,Justyn WARNER,87,CAN,SF2,6.0,"Icahn Stadium, New York, NY (USA)",25.05,1027
10.55,-0.4,Yoshihide KIRYU,95,JPN,H1,8.0,"Alexander Stadium, Birmingham (GBR)",30.06,1026
10.58,1.0,Rakieem SALAAM,90,USA,SF1,2.0,"Icahn Stadium, New York, NY (USA)",25.05,1015
10.58,1.0,Gerald PHIRI,88,ZAM,SF1,3.0,"Icahn Stadium, New York, NY (USA)",25.05,1015
10.58,1.0,Trell KIMMONS,85,USA,SF1,4.0,"Icahn Stadium, New York, NY (USA)",25.05,1015
10.59,-0.4,Ceolamar WAYS,94,USA,F,2.0,"Icahn Stadium, New York, NY (USA)",25.05,1013
10.6,-0.4,Elijah HALL,94,USA,F,3.0,"Icahn Stadium, New York, NY (USA)",25.05,1010
10.6,-0.8,Justyn WARNER,87,CAN,F,7.0,"Icahn Stadium, New York, NY (USA)",25.05,1012
10.61,1.0,Daniel BAILEY,86,ANT,SF1,5.0,"Icahn Stadium, New York, NY (USA)",25.05,1005
10.61,-0.4,Kyle FULKS,93,USA,F,4.0,"Icahn Stadium, New York, NY (USA)",25.05,1007
10.61,-0.4,Trayvon BROMELL,95,USA,F,5.0,"Icahn Stadium, New York, NY (USA)",25.05,1007
10.64,-0.1,Jeremy BASCOM,83,GUY,SF2,7.0,"Icahn Stadium, New York, NY (USA)",25.05,996
10.64,1.7,Yanier BELLO,95,SUI,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,996
10.65,1.0,Terrell WILKS,89,USA,SF1,6.0,"Icahn Stadium, New York, NY (USA)",25.05,993
10.66,1.7,Sugantham SOMASUNDARAM,92,SUI,F,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,990
10.68,1.0,Richard THOMPSON,85,TTO,SF1,7.0,"Icahn Stadium, New York, NY (USA)",25.05,983
10.68,-0.4,Kendal WILLIAMS,95,USA,F,6.0,"Icahn Stadium, New York, NY (USA)",25.05,985
10.71,0.0,Mamoudou-Elimane HANNE,88,FRA,F,1.0,Paris (FRA),6.07,974
10.73,-0.4,Trentavis FRIDAY,95,USA,F,7.0,"Icahn Stadium, New York, NY (USA)",25.05,970
10.74,1.7,Rolf FONGUÉ,87,SUI,F,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,965
10.74,0.0,Katim TOURÉ,87,SEN,F,2.0,Paris (FRA),6.07,965
10.75,1.7,Steven GUGERLI,85,SUI,F,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,962
10.76,-0.4,Kenzo COTTON,96,USA,F,8.0,"Icahn Stadium, New York, NY (USA)",25.05,961
10.8,1.7,Sylvain CHUARD,96,SUI,F,8.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,946
10.9,-0.4,LeVonte WHITFIELD,93,USA,F,9.0,"Icahn Stadium, New York, NY (USA)",25.05,918
10.93,0.0,Arnaud GAUTHIER,94,FRA,F,3.0,Paris (FRA),6.07,907
10.95,0.0,Wesley CINQVAL,94,FRA,F,4.0,Paris (FRA),6.07,901
10.96,0.0,Yanis DALLAY,94,COM,F,5.0,Paris (FRA),6.07,898
11.08,0.0,Nicolas CONSTANT,96,FRA,F,6.0,Paris (FRA),6.07,863
11.08,0.0,Maxime VARAISE,94,FRA,F,7.0,Paris (FRA),6.07,863
11.08,0.8,Quentin TJOEN,96,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,863
11.1,0.0,Ahmed BENNIA,90,FRA,F,8.0,Paris (FRA),6.07,857
11.18,0.8,Clement BRUNIN,96,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,834
11.2,0.8,Tiemen TACK,96,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,828
11.24,0.8,Guillaume SCHEUNDERS,96,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,817
11.27,0.8,Tobias CAPIAU,97,BEL,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,808
11.3,0.8,Tyron LEFLOT,97,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,800
11.32,0.8,Maxim MUERMANS,96,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,794
11.43,0.8,Jasper VAN HAUWERMEIREN,96,BEL,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,764
9.77,0.6,Justin GATLIN,82,USA,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",5.09,1287
9.8,0.1,Justin GATLIN,82,USA,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",3.07,1276
9.91,0.4,Justin GATLIN,82,USA,F1,1.0,"Stadio Olimpico, Roma (ITA)",5.06,1238
9.92,0.0,Justin GATLIN,82,USA,F,1.0,"Shanghai Stadium, Shanghai (CHN)",18.05,1234
9.93,0.1,Tyson GAY,82,USA,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",3.07,1231
9.93,0.6,Michael RODGERS,85,USA,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",5.09,1231
9.95,0.6,Asafa POWELL,82,JAM,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",5.09,1224
9.96,2.0,Nesta CARTER,85,JAM,F,1.0,"Olympiastadion, Stockholm (SWE)",21.08,1220
9.96,-0.3,Kemar BAILEY-COLE,92,JAM,F1,1.0,"Letzigrund, Zürich (SUI)",28.08,1221
9.96,0.6,Kemar BAILEY-COLE,92,JAM,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",5.09,1220
